Product_Id,Product_name,Price,city_code,type_id
1982,Bajaj,42000,Ê712258,1
1983,Bajaj,47000,733134,1
1984,Bajaj,31000,Ê712151,1
1985,Suzuki,72500,Ê713202,1
1986,Suzuki,80999,Ê713421,1
1987,Bajaj,85000,Ê735227,1
1988,TVS,60000,Ê700023,1
1989,Bajaj,148999,Ê700028,1
1990,Bajaj,49000,Ê700044,1
1991,Hero,30000,Ê712125,1
1992,KTM,140000,Ê722146,1
1993,KTM,237818,742151,1
1994,Hero,56000,743510,1
1995,TVS,28000,743518,1
1996,Yamaha,23600,Ê712408,1
1997,Royal Enfield,100000,Ê700081,1
1998,KTM,160700,700081,1
1999,Royal Enfield,78000,Ê731222,1
2000,Bajaj,45000,Ê735101,1
2001,Royal Enfield,60000,Ê712417,1
2002,KTM,150000,743702,1
2003,Bajaj,37000,Ê731130,1
2004,Royal Enfield,125000,743358,1
2005,Bajaj,70000,743358,1
2006,Bajaj,40000,731223,1
2007,Yamaha,62000,Ê700054,1
2008,Royal Enfield,280000,723144,1
2009,Bajaj,44000,Ê713325,1
2010,Royal Enfield,85000,Ê713303,1
2011,Bajaj,51000,721647,1
2012,Bajaj,75000,Ê722147,1
2013,KTM,160000,Ê712152,1
2014,Bajaj,106000,733207,1
2015,Triumph,599999,Ê721141,1
2016,Honda,85000,721141,1
2017,Hero,31500,Ê735228,1
2018,Hyosung,150000,721242,1
2019,Jawa,210000,723160,1
2020,Bajaj,50000,743381,1
2021,Bajaj,29300,Ê700025,1
2022,Bajaj,35740,Ê700026,1
2023,Yamaha,24500,Ê711101,1
2024,Hero,45000,743194,1
2025,KTM,210000,Ê712411,1
2026,Bajaj,70000,721441,1
2027,Bajaj,37000,Ê712153,1
2028,KTM,150000,733140,1
2029,Royal Enfield,71000,Ê731224,1
2030,Royal Enfield,100000,Ê731224,1
2031,KTM,160700,Ê711104,1
2032,Royal Enfield,78000,Ê721142,1
2033,Bajaj,45000,721142,1
2034,Yamaha,80400,741190,1
2035,Royal Enfield,135000,741201,1
2036,Harley-Davidson,350000,741201,1
2037,Hero,57000,741201,1
2038,Hero,76000,741201,1
2039,Bajaj,42100,741201,1
2040,Yamaha,73000,741201,1
2041,Benelli,366000,741201,1
2042,Honda,61200,743602,1
2043,Royal Enfield,82000,723143,1
2044,Royal Enfield,120000,Ê734226,1
2045,Bajaj,40000,Ê722148,1
2046,TVS,80000,Ê713347,1
2047,Suzuki,81800,742308,1
2048,Bajaj,45900,Ê735236,1
2049,Royal Enfield,125000,Ê713101,1
2050,Bajaj,86200,Ê700025,1
2051,Hero,40000,Ê700029,1
2052,Hero,10000,733212,1
2053,Hyosung,155000,Ê722122,1
2054,Bajaj,46000,742139,1
2055,KTM,215000,Ê713151,1
2056,Royal Enfield,60000,Ê734401,1
2057,Honda,23000,Ê700056,1
2058,Bajaj,55250,732205,1
2059,Hero,58000,Ê712429,1
2060,Yamaha,66000,Ê700024,1
2061,Hero,55000,721650,1
2062,Royal Enfield,89730,Ê700092,1
2063,Royal Enfield,108000,700092,1
2064,Yamaha,314100,Ê700040,1
2065,Royal Enfield,125000,700040,1
2066,Hero,18800,700040,1
2067,Harley-Davidson,417000,Ê736257,1
2068,Bajaj,105000,Ê700001,1
2069,Honda,20000,Ê712248,1
2070,Royal Enfield,88000,Ê721148,1
2071,Bajaj,47000,721148,1
2072,Bajaj,95000,Ê711101,1
2073,Yamaha,108000,742164,1
2074,KTM,186100,Ê734101,1
2075,Honda,81500,Ê741101,1
2076,Bajaj,20000,743373,1
2077,Bajaj,15000,Ê735238,1
2078,Bajaj,39000,Ê713364,1
2079,Royal Enfield,102500,Ê700040,1
2080,Royal Enfield,87000,Ê700071,1
2081,Bajaj,118000,Ê713301,1
2082,Royal Enfield,131100,Ê713303,1
2083,Honda,85000,743295,1
2084,Royal Enfield,108000,742175,1
2085,Royal Enfield,131100,Ê721144,1
2086,Honda,42000,Ê722149,1
2087,Honda,45000,Ê713103,1
2088,Royal Enfield,87000,Ê700048,1
2089,Royal Enfield,102500,Ê713101,1
2090,BMW,255000,Ê722149,1
2091,TVS,78700,742226,1
2092,Honda,62800,721446,1
2093,Bajaj,35000,742306,1
2094,Bajaj,33800,Ê734431,1
2095,Kawasaki,125000,Ê712104,1
2096,Royal Enfield,146000,Ê700026,1
2097,Benelli,569400,Ê700038,1
2098,Indian,1900000,700038,1
2099,Kawasaki,600000,Ê700006,1
2100,KTM,185000,Ê712415,1
2101,Hero,32000,Ê731234,1
2102,Hero,38000,Ê731234,1
2103,Bajaj,35000,Ê731234,1
2104,Hero,42000,Ê735237,1
2105,TVS,9350,Ê713149,1
2106,Kawasaki,330000,Ê734405,1
2107,Hero,36500,741102,1
2108,Hero,38000,742163,1
2109,Royal Enfield,75000,Ê713357,1
2110,BMW,255000,742401,1
2111,Honda,42000,Ê721147,1
2112,Benelli,230000,721147,1
2113,TVS,31500,Ê700015,1
2114,Bajaj,35000,Ê711106,1
2115,Honda,62800,Ê735229,1
2116,Royal Enfield,46000,Ê736208,1
2117,Royal Enfield,109900,Ê722158,1
2118,TVS,9350,Ê721145,1
2119,Bajaj,35000,722145,1
2120,Bajaj,65000,Ê711205,1
2121,Jawa,175000,Ê735101,1
2122,Royal Enfield,126000,732139,1
2123,Honda,25000,Ê711324,1
2124,Honda,89000,741314,1
2125,Royal Enfield,160000,721252,1
2126,Bajaj,130000,Ê712101,1
2127,Honda,33500,Ê713104,1
2128,Yamaha,128000,Ê700012,1
2129,Royal Enfield,143000,Ê711313,1
2130,Bajaj,31000,723146,1
2131,Suzuki,72000,723145,1
2132,TVS,108500,Ê713325,1
2133,Bajaj,74500,741404,1
2134,Bajaj,24000,741404,1
2135,Bajaj,80000,741404,1
2136,Bajaj,81000,741404,1
2137,Royal Enfield,115000,Ê700075,1
2138,Bajaj,130000,700075,1
2139,Honda,33500,700075,1
2140,Yamaha,128000,700075,1
2141,Royal Enfield,143000,743612,1
2142,Bajaj,31000,Ê700075,1
2143,Suzuki,72000,Ê711104,1
2144,TVS,108500,723157,1
2145,Bajaj,74500,Ê736206,1
2146,Bajaj,24000,741178,1
2147,Bajaj,80000,Ê700085,1
2148,Bajaj,81000,Ê700009,1
2149,Royal Enfield,115000,Ê700029,1
2150,Hero,56500,Ê711104,1
2151,Bajaj,75000,Ê713104,1
2152,Yamaha,72000,742174,1
2153,Suzuki,73000,743385,1
2154,Bajaj,69500,Ê722150,1
2155,TVS,78500,743368,1
2156,TVS,87000,743382,1
2157,TVS,40000,Ê700061,1
2158,Mahindra,145000,700061,1
2159,Royal Enfield,265000,700061,1
2160,Benelli,235000,Ê711326,1
2161,Harley-Davidson,400000,721253,1
2162,Honda,30000,Ê700002,1
2163,KTM,140000,Ê713422,1
2164,Yamaha,98000,Ê713383,1
2165,Royal Enfield,74500,742170,1
2166,TVS,75000,721452,1
2167,Hero,27500,742405,1
2168,TVS,10200,721466,1
2169,Bajaj,57000,Ê721101,1
2170,TVS,21000,Ê722101,1
2171,Bajaj,68500,Ê713101,1
2172,KTM,174500,Ê700015,1
2173,Royal Enfield,108000,Ê700014,1
2174,Hero,32000,Ê713358,1
2175,Hero,38000,Ê700091,1
2176,Bajaj,35000,700091,1
2177,TVS,75000,741166,1
2178,Harley-Davidson,400000,Ê713423,1
2179,Suzuki,50000,Ê721146,1
2180,Royal Enfield,118000,721146,1
2181,Hero,27500,Ê712201,1
2182,Hero,33000,Ê712201,1
2183,KTM,150000,Ê700034,1
2184,Bajaj,70000,Ê700030,1
2185,Royal Enfield,105000,721514,1
2186,Bajaj,135000,Ê734301,1
2187,Bajaj,140000,Ê734401,1
2188,Hero,26000,Ê700017,1
2189,KTM,230000,Ê711103,1
2190,Honda,53000,Ê712706,1
2191,Bajaj,76000,Ê712223,1
2192,Bajaj,135000,Ê711102,1
2193,Bajaj,45000,741191,1
2194,Bajaj,60000,Ê712502,1
2195,Hero,40000,Ê711204,1
2196,Royal Enfield,133000,741158,1
2197,Bajaj,25000,Ê713169,1
2198,Suzuki,99999,700048,1
2199,Honda,130000,700048,1
2200,Hero,25000,700048,1
2201,Bajaj,75000,741179,1
2202,Bajaj,53000,743127,1
2203,Suzuki,25000,743127,1
2204,Bajaj,46500,743127,1
2205,Mahindra,18999,Ê700004,1
2206,Mahindra,17800,Ê700004,1
2207,Bajaj,52000,Ê700055,1
2208,Honda,70000,Ê711314,1
2209,Yamaha,85000,Ê713424,1
2210,Royal Enfield,150000,721169,1
2211,Royal Enfield,115000,Ê713424,1
2212,Honda,93200,721168,1
2213,KTM,155000,721515,1
2214,Bajaj,78000,Ê734405,1
2215,Royal Enfield,85000,Ê734401,1
2216,Bajaj,43000,Ê734401,1
2217,TVS,50390,Ê734401,1
2218,Royal Enfield,128700,Ê734401,1
2219,Harley-Davidson,510000,Ê734404,1
2220,Yamaha,65000,Ê700006,1
2221,Honda,55000,Ê712158,1
2222,Royal Enfield,126000,Ê722151,1
2223,Hero,53300,Ê713425,1
2224,Bajaj,76000,741248,1
2225,Bajaj,140000,743297,1
2226,Bajaj,13600,732148,1
2227,TVS,73000,Ê713170,1
2228,Bajaj,17000,Ê713514,1
2229,Bajaj,29000,732161,1
2230,Suzuki,49000,Ê712409,1
2231,Harley-Davidson,371100,700050,1
2232,Bajaj,30000,Ê713331,1
2233,Bajaj,70000,Ê700050,1
2234,Royal Enfield,131000,723154,1
2235,Bajaj,65000,Ê736167,1
2236,Hero,65000,Ê736158,1
2237,Royal Enfield,96000,Ê713359,1
2238,Bajaj,28500,743178,1
2239,Bajaj,62400,743178,1
2240,Royal Enfield,85000,743178,1
2241,Bajaj,66000,743178,1
2242,TVS,85000,743178,1
2243,Bajaj,18551,Ê734219,1
2244,TVS,95000,741182,1
2245,Bajaj,130000,Ê700043,1
2246,Royal Enfield,98000,721459,1
2247,Honda,53400,721170,1
2248,Bajaj,120000,721170,1
2249,Honda,58000,Ê722207,1
2250,Yamaha,97000,Ê722207,1
2251,Bajaj,38000,743369,1
2252,Bajaj,24500,733214,1
2253,KTM,129000,Ê731101,1
2254,Bajaj,20000,Ê735101,1
2255,Royal Enfield,123000,Ê700072,1
2256,Royal Enfield,62000,Ê700056,1
2257,Yamaha,82000,743395,1
2258,Honda,24500,Ê700043,1
2259,Yamaha,59300,743613,1
2260,Hero,41000,Ê700050,1
2261,Yamaha,80000,Ê700026,1
2262,Royal Enfield,93500,732209,1
2263,Honda,130000,Ê700048,1
2264,KTM,155000,741313,1
2265,Bajaj,75000,741316,1
2266,Suzuki,25000,721651,1
2267,Bajaj,53000,Ê713150,1
2268,TVS,50390,Ê731236,1
2269,Honda,93200,Ê713103,1
2270,Honda,55000,Ê713373,1
2271,Bajaj,43000,Ê712514,1
2272,Yamaha,82000,Ê734220,1
2273,Royal Enfield,123000,Ê700007,1
2274,Royal Enfield,62000,Ê713171,1
2275,KTM,150000,741249,1
2276,Bajaj,22500,721144,1
2277,Yamaha,59300,Ê700065,1
2278,Bajaj,69000,Ê700010,1
2279,Bajaj,24500,Ê734401,1
2280,Bajaj,75800,Ê713517,1
2281,Hero,41000,732206,1
2282,Yamaha,80000,743179,1
2283,Royal Enfield,93500,Ê734221,1
2284,KTM,129000,Ê734225,1
2285,Honda,24500,732160,1
2286,TVS,30000,Ê713360,1
2287,Benelli,225000,Ê731101,1
2288,Harley-Davidson,355000,Ê731101,1
2289,TVS,58000,Ê731101,1
2290,Bajaj,60000,Ê713361,1
2291,Suzuki,75200,Ê731101,1
2292,Royal Enfield,130000,Ê734432,1
2293,Bajaj,26900,721635,1
2294,KTM,145000,741315,1
2295,KTM,154000,743286,1
2296,Harley-Davidson,350000,741159,1
2297,Royal Enfield,105000,Ê735221,1
2298,BMW,260000,721662,1
2299,Royal Enfield,89900,Ê734222,1
2300,Hero,25000,743429,1
2301,KTM,220000,Ê700002,1
2302,KTM,150000,Ê722152,1
2303,Honda,60000,743376,1
2304,Royal Enfield,110000,742402,1
2305,Honda,42000,Ê700033,1
2306,Yamaha,106000,Ê700014,1
2307,Bajaj,34000,741193,1
2308,Honda,55000,743187,1
2309,Kawasaki,526300,721636,1
2310,Bajaj,41000,721636,1
2311,Royal Enfield,110000,721636,1
2312,Honda,42000,721636,1
2313,Harley-Davidson,350000,721636,1
2314,Royal Enfield,105000,721636,1
2315,Benelli,785000,Ê721101,1
2316,Honda,22000,Ê731131,1
2317,KTM,165147,733127,1
2318,Royal Enfield,90000,Ê700088,1
2319,KTM,140000,741160,1
2320,Honda,16800,721646,1
2321,Royal Enfield,70000,Ê700088,1
2322,Suzuki,58000,Ê700001,1
2323,Hero,32000,Ê712125,1
2324,Hyosung,230000,Ê712136,1
2325,TVS,91800,Ê700015,1
2326,Royal Enfield,119000,743703,1
2327,Hero,23000,733145,1
2328,KTM,210000,721656,1
2329,Bajaj,43000,Ê700056,1
2330,Bajaj,45000,743287,1
2331,Hero,42000,733151,1
2332,Benelli,440000,Ê700063,1
2333,KTM,72250,700063,1
2334,Honda,18200,Ê700039,1
2335,Harley-Davidson,355000,Ê700039,1
2336,Benelli,225000,Ê722153,1
2337,Yamaha,106000,Ê734223,1
2338,TVS,58000,Ê700073,1
2339,Hyosung,395000,Ê734312,1
2340,Hyosung,140000,743188,1
2341,Yamaha,700000,743188,1
2342,Hero,72000,743188,1
2343,Yamaha,18000,Ê700033,1
2344,Ducati,1000000,Ê734316,1
2345,Triumph,750000,Ê713362,1
2346,Honda,29000,Ê700039,1
2347,Royal Enfield,120000,721577,1
2348,Suzuki,1260000,Ê731132,1
2349,Indian,700000,Ê700001,1
2350,Bajaj,35000,Ê700024,1
2351,Royal Enfield,115000,Ê712503,1
2352,Hero,25000,Ê736159,1
2353,Royal Enfield,143500,Ê736160,1
2354,Royal Enfield,118000,723212,1
2355,Royal Enfield,129500,Ê711102,1
2356,Yamaha,138000,732140,1
2357,Bajaj,63000,Ê712103,1
2358,Jawa,200000,Ê734224,1
2359,Yamaha,77500,Ê713427,1
2360,Royal Enfield,99000,Ê700049,1
2361,Bajaj,27000,Ê711226,1
2362,Bajaj,44000,Ê713363,1
2363,Bajaj,28000,Ê713363,1
2364,Yamaha,22000,Ê741101,1
2365,Bajaj,19000,Ê700004,1
2366,KTM,126999,Ê700067,1
2367,TVS,25000,Ê711315,1
2368,Bajaj,90000,Ê711315,1
2369,Honda,89000,Ê713173,1
2370,Bajaj,47000,Ê713304,1
2371,Bajaj,119500,Ê713433,1
2372,Royal Enfield,130000,Ê713303,1
2373,Bajaj,62000,743375,1
2374,Bajaj,70000,743389,1
2375,Bajaj,31000,721147,1
2376,Bajaj,41500,Ê712258,1
2377,Hero,52500,Ê712258,1
2378,TVS,36000,Ê711107,1
2379,Honda,40000,Ê713210,1
2380,Royal Enfield,143500,721102,1
2381,Royal Enfield,118000,Ê700007,1
2382,Royal Enfield,129500,Ê734401,1
2383,Yamaha,138000,Ê700075,1
2384,Bajaj,63000,Ê700001,1
2385,Jawa,200000,Ê700062,1
2386,Yamaha,77500,Ê700023,1
2387,Royal Enfield,99000,Ê735101,1
2388,Bajaj,27000,Ê700001,1
2389,Bajaj,44000,Ê713201,1
2390,Hyosung,160000,Ê627759,1
2391,Kawasaki,470000,Ê642111,1
2392,Yamaha,700000,Ê625014,1
2393,Royal Enfield,115000,Ê627759,1
2394,Honda,29000,Ê614640,1
2395,TVS,89000,Ê639102,1
2396,Bajaj,34000,Ê641018,1
2397,Yamaha,112000,Ê603304,1
2398,Honda,27000,Ê614821,1
2399,Hero,25000,Ê622106,1
2400,Suzuki,39100,Ê600089,1
2401,Bajaj,58500,Ê638313,1
2402,Royal Enfield,126000,Ê629406,1
2403,Hero,45000,Ê629161,1
2404,Bajaj,48000,Ê628206,1
2405,Bajaj,44800,Ê624053,1
2406,Bajaj,20300,Ê622504,1
2407,Bajaj,62000,Ê627903,1
2408,Hero,45000,Ê622212,1
2409,Bajaj,45000,Ê627002,1
2410,Hero,16000,Ê613704,1
2411,Honda,43300,Ê622402,1
2412,Royal Enfield,135000,Ê639104,1
2413,TVS,70000,Ê639104,1
2414,Hero,75700,Ê643218,1
2415,Royal Enfield,110000,Ê624231,1
2416,Bajaj,95000,Ê607301,1
2417,Yamaha,28000,Ê626053,1
2418,Royal Enfield,113000,Ê639103,1
2419,Honda,40000,Ê637205,1
2420,Honda,24000,Ê600033,1
2421,Bajaj,101300,Ê638603,1
2422,Hero,28000,Ê629189,1
2423,Bajaj,57000,Ê626108,1
2424,Bajaj,89100,Ê612001,1
2425,Royal Enfield,108000,Ê612001,1
2426,TVS,93000,Ê612001,1
2427,Bajaj,54000,Ê612001,1
2428,Royal Enfield,119000,Ê612001,1
2429,Hero,21100,Ê612001,1
2430,Bajaj,75000,Ê612001,1
2431,Bajaj,22000,Ê612001,1
2432,Bajaj,79999,Ê622208,1
2433,Suzuki,85000,Ê626133,1
2434,Suzuki,52200,Ê638702,1
2435,Bajaj,48000,Ê643219,1
2436,Royal Enfield,120000,Ê627106,1
2437,Royal Enfield,120000,Ê641008,1
2438,Hero,29500,Ê623206,1
2439,Hero,51300,Ê614703,1
2440,Hero,35242,Ê609119,1
2441,Bajaj,65000,Ê621708,1
2442,KTM,110000,Ê622508,1
2443,Bajaj,70000,Ê632314,1
2444,Bajaj,68000,Ê638103,1
2445,Hero,30000,Ê600069,1
2446,TVS,30000,Ê629162,1
2447,Yamaha,108000,Ê626138,1
2448,Bajaj,150000,Ê641038,1
2449,Royal Enfield,174600,Ê624235,1
2450,Honda,33000,Ê638662,1
2451,Bajaj,91500,Ê642112,1
2452,Bajaj,94500,Ê607302,1
2453,Bajaj,80000,Ê607302,1
2454,Suzuki,90000,Ê641017,1
2455,Bajaj,26900,Ê627955,1
2456,Royal Enfield,72378,Ê627722,1
2457,Royal Enfield,110000,Ê638457,1
2458,Bajaj,17500,Ê621107,1
2459,Yamaha,308000,Ê635661,1
2460,Bajaj,150800,Ê628207,1
2461,Bajaj,55000,Ê613303,1
2462,Bajaj,110000,Ê629805,1
2463,Royal Enfield,120000,Ê635706,1
2464,TVS,199999,Ê614808,1
2465,Yamaha,58000,Ê614802,1
2466,Hero,32000,Ê622415,1
2467,Bajaj,31500,Ê627754,1
2468,Bajaj,21000,Ê623320,1
2469,Hero,20000,Ê611105,1
2470,Honda,52000,Ê609801,1
2471,TVS,90000,Ê609801,1
2472,Royal Enfield,154900,Ê628660,1
2473,Royal Enfield,125000,Ê627127,1
2474,Yamaha,95000,Ê604302,1
2475,Bajaj,51900,Ê629806,1
2476,TVS,40000,Ê603305,1
2477,Bajaj,130000,Ê603113,1
2478,Honda,60000,Ê629163,1
2479,Royal Enfield,133600,Ê603408,1
2480,Honda,28000,Ê621108,1
2481,Hero,20600,Ê621121,1
2482,Royal Enfield,112000,Ê629001,1
2483,TVS,55000,Ê614102,1
2484,Honda,40000,Ê602024,1
2485,Hero,21000,Ê625001,1
2486,Suzuki,84000,Ê627702,1
2487,KTM,160000,Ê627702,1
